kepid,offset_as,sigma_as,east_as,north_as,east_err_as,north_err_as,n_panels,n_skipped,median_panel_snr,median_panel_quality,dr25_offset_as,dr25_offset_err_as
9092529,0.11043317015201605,0.023442314405484714,0.020273524873973124,0.10855629534489708,0.04501900885131018,0.0223164012994928,15,8,430.60293375311727,0.9995029862436056,0.050524,0.0696
8718273,0.12468091322488341,0.6773502717011883,-0.06484606186269462,0.10649093099175388,1.1444157137414686,0.37854194020480214,17,0,3130.9918235132527,0.8646398406826317,0.96146,0.585
8765560,1.479655886807318,0.19590464414024597,-1.4361132214180081,-0.3563149711027336,0.20121153805840153,0.06437294149005807,15,1,27.318793314443518,0.937843718046405,1.0702,0.533
8848271,2.9182044492473573,0.03044136811666925,-2.6271952156676974,-1.2703395240563964,0.029539922433805352,0.03402847113737719,34,0,70.80366720703495,0.9902306326111231,3.0035,0.07
8840083,0.350157472205128,0.3876003147509878,0.3185970601212352,-0.14527962218835455,0.4095281487520935,0.2572397762856302,29,22,98.18815832579159,0.8594711734623809,0.1307,0.212
8701099,0.15661994708944516,0.10805950674364069,-0.09133896275222968,-0.1272281482599169,0.17219370462493777,0.04912356407453136,28,6,600.4723708050874,0.9930940984929781,0.14782,0.0783
8802693,0.26246376580909553,0.14118834681793663,0.26087143080080755,-0.028867368335738774,0.14094409611533495,0.15988059537481944,16,1,10.306181119789613,0.9479515314799067,0.25155,0.155
9569838,1.7150123483987443,0.3022100335264505,1.1070530905636708,-1.309847628479588,0.36311554645818495,0.24977002158462042,22,12,301.7333287298876,0.7720548611811318,1.4277,0.917
9488445,3.259549079237421,0.2334640377281091,3.1538170268031807,0.8234672801052056,0.23986042090119689,0.10047974454745116,31,3,41.98803294684993,0.9223878354767825,3.326,0.287
9413156,0.5340922355235336,0.46860046377209785,0.021093192416113737,0.5336755505737756,0.43424950418902913,0.4686521563049488,5,9,4.734257885714492,0.7760388129234866,0.6225,0.615
9351205,0.14965088708038482,0.038562625985687264,0.014771572178978612,0.14892007473576996,0.03222083454784676,0.03861984916657412,33,1,369.636990451802,0.9988704366403504,0.14058,0.0913
9345771,2.1322137913081063,0.5754288052345155,1.8685605846749873,1.027042839049841,0.5986181899119157,0.4909177371117405,10,7,5.879276326581529,0.6276432936283047,2.4436,0.432
9456389,0.07073079548830154,0.1076283991887477,-0.051547499854916655,0.048432434267908775,0.09423781227625241,0.12102015152170777,14,8,102.55022789988953,0.9907623183547323,0.11578,0.203
9512687,0.4617536409493129,0.07881769978161031,0.025083642666404164,-0.46107183366643767,0.07938355238167628,0.07881601901219454,17,0,17.804284757272388,0.9730633581892919,0.3189,0.146
9450647,0.14669719424824,0.15262318471240147,0.0628144539149301,0.13256851503911093,0.21696899287866797,0.13399467209156707,15,0,140.0925852027173,0.9935010119799689,0.26201,0.162
9307105,6.219474650680329,0.026600837985003782,-5.9533818196520105,1.799752716317471,0.026868267708680234,0.023476383749326035,17,0,318.5095510540919,0.9989962854415054,6.4022,0.0676
9099927,5.247947565513501,0.9324514110148717,3.904861035666814,3.5061394642127652,1.198113107046678,0.4091480032131002,45,19,1098.5835479817629,0.6666658142238439,3.5149,0.727
9100953,0.24471770049597472,0.19500745456060906,-0.21677956744236318,-0.1135489853567151,0.17428820625727212,0.2567410599836911,19,9,6.250176583080812,0.7851582011776359,0.5992,0.833
9305831,0.19435105595549945,0.014761531744520301,0.02878414161499927,0.1922077161367497,0.025489554889459105,0.014429783543800923,17,0,160.45582890651974,0.9989113211358843,0.21986,0.069
9839821,0.6369046899533845,0.17203923630563722,0.6126874686297057,-0.1739587591032432,0.17231770547023742,0.16854666987731215,13,0,13.296273809373252,0.9491237212440974,1.0248,0.559
9947653,0.761001513591549,0.3250558620953953,-0.6692178572091114,0.3623130735718405,0.33190716038069074,0.30050826438536954,32,2,14.6241942946795,0.8125091112296212,0.33075,0.669
9823487,0.24643946314055568,0.10533538771772205,-0.14334346890297184,0.2004621134176432,0.08778089663464327,0.11326492018911634,15,0,11.69766406796994,0.9342064740660684,0.15346,0.126
9845573,4.9033430021566815,0.40317303219001616,-4.51287893561504,-1.9174713320623482,0.4143168806580591,0.3347927337102122,26,4,274.3362261635877,0.7145121381034156,0.72495,1.06
9833599,6.3667645766005885,0.7557509985534523,6.2649609547185765,-1.1339997397300294,0.7466615146606072,0.9939671227448398,13,4,6.732078300775595,0.6710318823619211,2.7933,0.656
9895006,0.5297754051003738,0.22331071408293027,-0.2633074791255632,0.45970768025540565,0.22899872160523316,0.22141283493422653,16,1,11.436751327627062,0.8000241436114925,0.82921,0.228
9895709,3.542645751616579,0.06938585189744398,1.7415014129270991,-3.085046474564024,0.09868579473149149,0.0569663983380825,17,0,17.803410775199076,0.9673250600736664,3.555,0.104
9886361,0.2384958580839794,0.1857077495289152,0.23379530907694293,0.04711717072183319,0.17881368031733727,0.3104221220106105,54,5,40.462334002271405,0.9136744086819374,0.38208,0.239
9762713,1.7675538973606928,0.9878156025795215,1.4825473359272294,-0.9624448954667741,1.1774471620516918,0.038643527997793435,3,0,239.93667828564134,0.919705833206225,2.4269,0.58
9605514,0.3113417341361885,0.136840478323293,0.08055036866248942,0.3007412733950332,0.204340308123695,0.13066452025924533,36,4,11.445135646161052,0.9036574264437935,0.37174,0.205
9597729,7.533199729577347,0.2122889343075836,-3.306233789398016,6.768893284396427,0.3555122640941795,0.16020236913182784,34,0,33.51921650077274,0.9397298659180118,4.7384,1.04
9715925,0.15461720760118303,0.021257844758881272,-0.07946455635664862,-0.13263432877437253,0.03956371450518428,0.007227937143443453,8,0,448.8053562365975,0.9996567062843751,0.053243,0.0685
9636559,0.3680334711971408,0.012194342687688427,-0.04736562262042607,-0.3649727848966222,0.008362039126620252,0.012248624980476396,8,0,641.3034676824298,0.9977045962178945,0.35547,0.0706
9712799,1.0824786098343775,0.3525242168261182,-0.9381842383029855,-0.5399724768437864,0.30471695261516074,0.46810944654643527,16,18,46.698963204904516,0.9233987677463421,0.36522,0.292
10273384,1.0210194170348255,0.2844582241382379,0.30709867295841764,-0.9737407535013176,0.19999568820385755,0.29152427055262,28,9,402.671165997151,0.9628820642818725,3.4696,0.877
10333254,1.0364455055406434,0.5496527520295056,-0.41345834860018005,0.9504059553307798,0.5085528367359508,0.5570899534376526,23,11,541.3814034519477,0.8474540579459355,0.23253,0.237
10345862,0.10203155857760773,0.030836652501867547,-0.03086129949872811,-0.0972523477301479,0.020317494749473777,0.031703083543774525,32,0,1933.6234660416646,0.9992048963723832,0.10338,0.0696
10351767,0.4859055665811582,0.01484233229026604,0.14436065206255028,0.46396575495464276,0.02710868436697277,0.0130566887440788,14,0,1773.474373442618,0.999650234639578,0.50161,0.0679
10480921,11.169837634481153,0.3651905792065552,0.1855033953528376,11.168297151803586,0.22757515427694508,0.36522139065598735,13,1,28.259567024370053,0.7549240414064484,9.1763,0.503
10296029,2.2863834663969573,1.2740198986692368,1.5966100380295312,-1.6365774475644912,1.44296020944342,1.0891577652245918,10,4,86.8810418066351,0.6751415782858119,1.9929,0.684
10083623,0.2739671950214146,0.06224521564927859,0.2279595249083971,0.15196209708818742,0.06700631147288717,0.04989654636624663,22,6,23.185442600085835,0.9793258411743258,0.40999,0.0823
10141900,0.15998035157933008,0.17474889845547928,0.027168359513698292,0.1576565670461605,0.17199429065011565,0.1748300366160303,43,25,5.813074533049703,0.8124146009961156,1.6249,0.847
10198662,0.6633950778878602,0.41208208306083377,-0.44394912399233977,0.4929525379509414,0.3226128845212982,0.4723611916162717,26,8,634.7743195008146,0.91080915784022,0.29612,0.384
10158729,0.5746924990880933,0.1260539173533483,0.5704373157772209,0.06980499464219747,0.12477371989821733,0.1932176675445304,12,1,8.3145389903971,0.9050947236064035,0.37649,0.293
9991621,8.270282590553263,0.3141460520644089,-1.1998027241673082,8.182789716880734,0.54272157295515,0.30737108402154756,17,0,48.842101990028645,0.9012630242168997,8.0868,0.281
10202759,6.487361804060289,0.02687010378842199,6.297697797222843,-1.5571980065601565,0.026662612153336127,0.030061233380799388,17,0,213.61396239080182,0.9935379550627144,6.5284,0.0775
10139305,0.4732544341995101,0.019912253042233496,-0.03793128927212405,0.4717318907850654,0.03711383766447693,0.019752354823240545,34,0,85.28207118468725,0.9954157213001349,0.44322,0.0847
10140274,0.7707605840947882,0.2799706444394746,-0.13439367055211893,-0.7589533709719376,0.32335838420205104,0.278500880267885,10,7,5.279935802379964,0.8193893668663952,2.0566,0.652
11031512,0.3371435308393375,0.3035931289424594,-0.3331124258259325,0.051979535849966396,0.29769442925627004,0.48768211201399203,30,4,39.569873555338816,0.8840160247675846,0.2165,0.566
10867062,0.3719677133799854,0.2179522670980856,0.32727912228692546,0.1767720450530419,0.1620576151942286,0.34685794260996683,16,0,28.237916458185143,0.9445586627083227,0.25548,0.272
