# NASA Exoplanet Archive cumulative KOI table, downloaded 2026-08-22 15:44 UTC+1.
# Columns used by fpp/own_fpp.py, in the archive's row order: kepoi_name [-],
# koi_disposition [-], koi_period [d], koi_prad [R_earth].
kepoi_name,koi_disposition,koi_period,koi_prad
K02021.01,CONFIRMED,3.76417012,1.7
K02022.01,CONFIRMED,5.92972237,1.92
K02022.02,CONFIRMED,12.2476121,1.9
K02023.01,CONFIRMED,13.59051547,2.4
K02024.01,CONFIRMED,46.8776724,2.62
K01808.01,CONFIRMED,89.1935737,3.81
K01809.01,CONFIRMED,13.09390911,2.2
K01809.02,CONFIRMED,4.915385452,1.46
K01810.01,FALSE POSITIVE,87.455958,70.11
K01812.01,FALSE POSITIVE,0.805259257,63.55
K01813.01,CONFIRMED,9.76785911,2.54
K01878.01,CONFIRMED,40.80957343,3.44
K01879.01,CONFIRMED,22.08551599,3.34
K01880.01,CONFIRMED,1.151166776,1.28
K00023.01,FALSE POSITIVE,4.693305543,17.85
K00204.01,CONFIRMED,3.246732048,12.4
K01944.02,FALSE POSITIVE,8.3606759,1.49
K01945.01,CONFIRMED,62.1385979,5.14
K01945.02,CANDIDATE,17.1181036,1.22
K01946.01,CANDIDATE,8.29482811,2.76
K01948.01,FALSE POSITIVE,26.635216,27.64
K02025.01,CONFIRMED,17.84850835,3.29
K02025.02,CONFIRMED,26.1363443,2.8
K02025.03,CONFIRMED,11.1895709,1.81
K02026.01,CONFIRMED,2.757977384,1.69
K00218.01,FALSE POSITIVE,18.692860599,14.81
K01814.01,CONFIRMED,14.80075082,17.38
K01815.01,CONFIRMED,3.126861192,5.12
K00198.01,FALSE POSITIVE,87.24250316,15.86
K01816.01,CANDIDATE,10.240611361,3.9
K01818.01,CONFIRMED,16.87725775,2.54
K01819.01,CONFIRMED,12.05705659,1.96
K01881.01,CONFIRMED,28.26727385,2.93
K01882.01,CONFIRMED,3.770590654,2.13
K01883.01,CONFIRMED,2.7073064,1.36
K01884.01,CANDIDATE,23.11707222,4.37
K01884.02,CANDIDATE,4.77502117,1.73
K01950.01,CONFIRMED,66.4159789,3.44
K01952.01,CONFIRMED,8.0103929,1.88
K00212.01,CANDIDATE,5.69590202,6.61
K01952.02,CONFIRMED,27.6666375,2.04
K01952.03,CONFIRMED,5.19559398,1.18
K02028.01,CONFIRMED,57.2488518,3.19
K02028.02,CONFIRMED,37.0551726,3.19
K02029.01,CONFIRMED,16.33269981,1.61
K02029.02,CONFIRMED,10.05550267,0.92
K02031.01,CONFIRMED,9.30413878,1.67
K01820.01,CONFIRMED,4.33722007,1.63
K01820.02,CONFIRMED,1.653889476,0.97
K01822.01,CONFIRMED,150.8783198,4.37
K01824.01,CONFIRMED,3.553831111,1.62
K01824.02,CONFIRMED,1.6783263,1.57
K01885.01,CONFIRMED,5.65378163,1.82
K01886.01,CONFIRMED,5.99185827,2.75
K01888.01,CONFIRMED,120.0183551,4.54
K01889.01,CONFIRMED,14.30517579,3.05
K01889.02,CONFIRMED,9.18189122,2.17
K02248.04,CANDIDATE,2.64622742,0.99
K02250.01,CONFIRMED,2.935362067,3.15
K02252.01,CONFIRMED,13.53953595,2.32
K02253.01,CONFIRMED,22.7082375,1.72
K02255.01,CONFIRMED,7.97033985,1.81
K02336.01,FALSE POSITIVE,5.33459393,0.79
K02337.01,CONFIRMED,8.49640437,2.14
K02338.01,CONFIRMED,66.1843646,2.72
K02339.01,CONFIRMED,2.032318856,1.12
K02339.02,CANDIDATE,65.18703725,
K00239.02,CONFIRMED,3.62275506,1.62
K02101.01,CONFIRMED,2.892216772,1.31
K02102.01,CONFIRMED,187.746606,2.95
K02103.01,CONFIRMED,2.543063763,1.26
K00223.01,CONFIRMED,3.177414601,2.65
K02104.01,CONFIRMED,2.168451063,2.41
K02173.01,CONFIRMED,37.8154157,1.21
K02173.02,CONFIRMED,53.5783052,1.16
K02174.01,CANDIDATE,6.69332825,2.44
K02174.02,CONFIRMED,33.1362861,2.05
K02174.03,CONFIRMED,7.72513619,1.71
K02256.01,CONFIRMED,10.71253475,2.02
K02257.01,CONFIRMED,32.5635249,2.05
K02259.01,CONFIRMED,12.19140405,2.46
K02260.01,CONFIRMED,6.11784972,1.05
K02261.01,CONFIRMED,3.97599629,1.11
K02340.01,CONFIRMED,7.68478504,1.47
K02341.01,FALSE POSITIVE,0.990516282,3.52
K02342.01,CONFIRMED,15.0447098,1.51
K02343.01,CANDIDATE,29.0726293,2.32
K02344.01,CONFIRMED,1.118547814,0.98
K02105.01,CONFIRMED,6.42199919,1.25
K02106.01,CONFIRMED,9.75374033,1.87
K02107.01,CONFIRMED,81.3153052,2.55
K02108.01,CONFIRMED,51.3283527,3.06
K02109.01,CONFIRMED,19.7919389,2.58
K02175.01,CONFIRMED,26.8475962,3.2
K02177.01,CONFIRMED,62.8917493,2.5
K02179.01,CONFIRMED,14.87149773,1.59
K02179.02,CONFIRMED,2.732767897,1.42
K00231.01,FALSE POSITIVE,119.8401019,26.96
K00234.01,CONFIRMED,9.61375316,3.27
K02261.02,CANDIDATE,6.6254781,0.9
K02263.01,CONFIRMED,29.9685917,1.91
K02264.01,CONFIRMED,33.2407985,1.51
K02265.01,FALSE POSITIVE,2.97600846,2.27
K02345.01,CONFIRMED,15.18727049,1.94
K02346.01,CONFIRMED,28.6853212,2.69
K02347.01,CONFIRMED,0.588001053,0.99
K02348.01,CONFIRMED,85.7357202,2.94
K02350.01,CONFIRMED,1.078389713,1.98
K02110.01,CONFIRMED,5.03728033,1.55
K02111.01,CONFIRMED,3.289726319,1.37
K02111.02,CONFIRMED,7.18644594,2.19
K02113.01,CONFIRMED,15.94248453,2.62
K00223.02,CONFIRMED,41.0081117,2.64
K02180.01,CONFIRMED,11.55562042,2.11
K02181.01,CONFIRMED,12.2885046,3.22
K02182.01,CONFIRMED,17.13263125,2.31
K02183.01,CONFIRMED,19.0231361,2.04
K02183.02,CONFIRMED,4.57948235,1.35
K02266.01,CONFIRMED,1.003931703,1.6
K02269.01,FALSE POSITIVE,0.614083885,2.55
K02271.01,CONFIRMED,55.8224775,2.13
K02272.01,CANDIDATE,1.34145255,1.31
K02273.01,CONFIRMED,6.11010439,0.93
K00240.01,CONFIRMED,4.286866229,4.14
K02351.01,CONFIRMED,10.27380957,1.68
K02352.01,CONFIRMED,13.39155154,1.58
K02352.02,CONFIRMED,5.62904396,1.39
K02352.03,CONFIRMED,8.2562857,1.49
K02113.02,CONFIRMED,12.33087921,2.34
K02114.01,CONFIRMED,4.421566535,2.19
K02115.01,CONFIRMED,15.72585941,2.69
K02116.01,CONFIRMED,1.252753881,2.44
K02117.01,CONFIRMED,13.36019864,1.84
K02185.01,CONFIRMED,76.957056,2.09
K02186.01,CANDIDATE,14.97974335,3.79
K02188.02,CANDIDATE,6.7445683,0.86
K02189.01,CANDIDATE,33.35859852,4.44
K02191.01,CONFIRMED,8.84784273,1.15
K02274.01,CONFIRMED,9.98970266,2.48
K00235.01,CONFIRMED,5.63252508,2.04
K02276.01,CONFIRMED,1.442592305,2.67
K02278.01,CONFIRMED,14.17222858,2.39
K02278.02,CONFIRMED,4.92031063,1.18
K02358.01,CONFIRMED,56.4931698,4.43
K00241.01,CONFIRMED,13.82142084,2.2
K02360.01,FALSE POSITIVE,2.30367952,1.3
K02361.01,CONFIRMED,5.78387049,2.07
K02362.02,CONFIRMED,11.08507658,2.5
K02119.01,CONFIRMED,0.571038347,1.65
K02120.01,CONFIRMED,8.77425786,1.75
K02121.01,CONFIRMED,4.51005082,1.74
K02122.01,CONFIRMED,37.6468519,5.37
K02123.01,CONFIRMED,29.4557841,2.19
K00232.01,CONFIRMED,12.466004437,5.65
K02193.01,CONFIRMED,2.361724472,1.53
K02194.01,CONFIRMED,34.7630543,1.75
K02195.01,CONFIRMED,20.0545282,2.63
K02200.01,CONFIRMED,3.17059731,1.69
K02279.01,CONFIRMED,27.0142622,2.0
K02279.02,CONFIRMED,12.50945798,1.54
K02280.01,CONFIRMED,26.0203329,4.53
K02281.01,CONFIRMED,0.769854899,0.93
K02282.01,CONFIRMED,6.89226333,2.13
K02368.01,CONFIRMED,8.07127043,1.53
K02369.01,CONFIRMED,11.01819178,2.64
K00241.02,CONFIRMED,30.9505927,1.51
K02369.02,CANDIDATE,6.3143447,1.34
K02370.01,CANDIDATE,78.7327023,7.76
K00224.01,FALSE POSITIVE,3.979867514,26.5
K02124.01,CANDIDATE,42.3375799,1.45
K02125.01,CONFIRMED,23.3593589,2.98
K02126.01,CONFIRMED,9.69310837,2.12
K02128.01,FALSE POSITIVE,24.2598301,25.42
K02201.01,FALSE POSITIVE,116.5214317,44.41
K02202.01,CONFIRMED,0.813166357,1.14
K02204.01,CONFIRMED,10.86062378,2.09
K02205.01,CONFIRMED,24.08632177,2.78
K02206.01,CANDIDATE,1.834277283,1.64
K02283.01,FALSE POSITIVE,17.40208965,16.37
K02285.01,CONFIRMED,37.9456138,2.79
K00027.01,FALSE POSITIVE,1.141877248,88.62
K00236.01,FALSE POSITIVE,5.77675928,32.77
K02286.01,CONFIRMED,24.1738244,2.21
K02353.01,CONFIRMED,5.186737262,2.4
K02354.01,CANDIDATE,1.151244686,40.32
K02355.01,CONFIRMED,1.217000383,1.58
K02356.01,CONFIRMED,13.6823798,1.43
K02357.01,CANDIDATE,2.42088277,2.27
K02129.01,CONFIRMED,8.79618433,1.77
K02130.01,CONFIRMED,16.85592593,1.7
K02131.01,CONFIRMED,14.36270451,2.31
K02132.01,CONFIRMED,69.8956789,3.04
K02133.01,CONFIRMED,6.24667547,14.93
K02208.01,CONFIRMED,2.344512589,0.97
K00232.02,CONFIRMED,5.766165573,2.27
K02209.01,CONFIRMED,18.3027235,2.72
K02210.01,CONFIRMED,2.888904439,1.68
K02212.01,CONFIRMED,17.14648756,3.64
K02287.01,CONFIRMED,16.09227518,0.98
K02288.01,CANDIDATE,38.103908,4.08
K02289.01,CONFIRMED,62.7843981,2.28
K02290.01,CONFIRMED,91.500873,1.82
K02291.01,CONFIRMED,44.2993483,2.68
K02363.01,CONFIRMED,3.13877646,0.97
K02364.01,CANDIDATE,5.24242029,3.86
K02365.01,CONFIRMED,35.9682692,2.95
K02366.01,CONFIRMED,25.3690868,1.67
K02367.01,CONFIRMED,6.89213244,1.35
K02134.01,CONFIRMED,42.3006282,2.54
K00225.01,FALSE POSITIVE,0.838597429,44.67
K02135.01,CONFIRMED,55.1866213,2.47
K02136.01,FALSE POSITIVE,1.728528176,5.07
K02137.01,CONFIRMED,14.97436238,1.28
K02213.01,CONFIRMED,3.97076603,1.6
K02214.01,CONFIRMED,2.352273912,1.29
K02215.01,FALSE POSITIVE,22.0425953,28.78
K02216.01,CONFIRMED,23.34036251,2.21
K02217.01,CANDIDATE,37.8034121,2.95
K02293.01,CONFIRMED,15.03366411,1.7
K02294.01,CANDIDATE,131.485184,3.03
K02295.01,CANDIDATE,16.2908527,0.52
K02296.01,CONFIRMED,106.247882,2.01
K00237.01,CONFIRMED,8.508333104,2.6
K02371.01,CONFIRMED,12.94123564,1.7
K02372.01,CONFIRMED,5.349791,1.29
K02373.01,CANDIDATE,147.281212,2.28
K02374.01,CONFIRMED,5.26211833,1.95
K02374.02,CONFIRMED,12.1628195,3.14
K02138.01,CONFIRMED,23.5541012,2.33
K02140.01,CONFIRMED,41.6977582,2.26
K02143.01,CONFIRMED,4.79029482,1.01
K02144.01,CONFIRMED,38.6715843,2.45
K02145.01,CONFIRMED,8.32651854,1.8
K02218.01,CONFIRMED,5.53533152,1.75
K02218.02,CONFIRMED,16.7261969,1.56
K00232.03,CONFIRMED,21.58752788,2.18
K02219.01,CONFIRMED,3.757294695,1.23
K02220.01,CONFIRMED,3.2828024,1.79
K02297.01,CONFIRMED,4.64495172,1.38
K02298.01,CANDIDATE,16.6671415,0.7
K02299.01,CONFIRMED,16.48686712,27.45
K02300.01,CONFIRMED,2.685054445,1.46
K02302.01,CONFIRMED,16.8600805,1.71
K02072.01,CONFIRMED,1.54320541,1.23
K02073.01,CONFIRMED,49.5004725,2.49
K02073.02,CONFIRMED,6.47539108,1.92
K02073.03,CONFIRMED,16.85825609,2.51
K00025.01,FALSE POSITIVE,3.132604547,48.73
K02146.01,CONFIRMED,2.949029106,1.48
K02147.01,CONFIRMED,37.8658964,2.01
K00226.01,CONFIRMED,8.30865307,2.42
K02148.01,CONFIRMED,11.93205399,1.83
K02148.02,CONFIRMED,7.54235832,1.59
K02220.02,CONFIRMED,5.02818253,2.03
K02220.03,CONFIRMED,1.897828815,1.73
K02221.01,CONFIRMED,10.62788695,1.87
K02222.01,CANDIDATE,34.135676,13.98
K02223.01,CONFIRMED,1.104462494,1.6
K02303.01,CONFIRMED,4.89336495,1.6
K02304.01,CONFIRMED,11.17392077,1.64
K02305.01,CONFIRMED,31.0325991,2.64
K02306.01,FALSE POSITIVE,0.512407185,1.03
K02307.01,FALSE POSITIVE,4.150297119,3.03
K00221.02,CONFIRMED,5.89661966,1.28
K02074.01,CONFIRMED,33.4178173,3.13
K02075.01,CONFIRMED,2.053341891,1.44
K02076.01,CONFIRMED,56.7769831,3.21
K02078.01,CONFIRMED,18.78429232,2.14
K02148.03,CONFIRMED,3.61460279,1.14
K02149.01,CONFIRMED,13.15140223,1.87
K02150.01,CONFIRMED,18.5084526,29.33
K02151.01,FALSE POSITIVE,7.47763833,2.05
K02152.01,CONFIRMED,42.1918331,2.35
K02224.01,CONFIRMED,3.73090026,1.48
K02224.02,CANDIDATE,86.130534,1.47
K02225.01,CONFIRMED,2.787874175,2.33
K00232.04,CONFIRMED,37.9962369,2.39
K02226.01,CANDIDATE,8.46354384,2.51
K00238.01,CONFIRMED,17.23232894,2.79
K02308.01,CONFIRMED,28.5057217,2.55
K02309.01,CONFIRMED,53.5991459,2.49
K02310.01,CONFIRMED,16.4581861,1.82
K02311.01,CANDIDATE,191.86419296,
K02311.02,CANDIDATE,13.72549689,
K02312.01,CANDIDATE,176.331289,2.38
K02079.01,CONFIRMED,0.693842661,0.83
K02080.01,CONFIRMED,83.4887405,2.95
K02080.02,CONFIRMED,34.0607677,2.96
K02081.01,CANDIDATE,6.2141496,4.27
K02082.01,CONFIRMED,31.5888979,2.59
K02153.01,CONFIRMED,59.9809868,2.81
K02153.02,CONFIRMED,25.7457957,1.73
K02154.01,CONFIRMED,11.92979348,2.43
K00227.01,CANDIDATE,17.65737838,2.45
K02155.01,CONFIRMED,4.3394569,2.11
K02156.01,CONFIRMED,2.852348262,1.66
K02227.01,CONFIRMED,65.6480892,3.93
K02228.01,FALSE POSITIVE,102.653705,39.16
K02229.01,CONFIRMED,14.83340944,2.54
K02230.01,FALSE POSITIVE,0.987338654,0.98
K02232.01,CONFIRMED,101.1323475,3.87
K02233.01,FALSE POSITIVE,1.811460943,2.83
K02313.01,CONFIRMED,16.07673148,2.14
K02314.01,CONFIRMED,18.87058705,2.67
K02315.01,CONFIRMED,22.1334224,1.76
K02316.01,CONFIRMED,17.1369408,2.05
K00238.02,CONFIRMED,26.6951944,1.4
K02083.01,CONFIRMED,7.72085047,2.53
K00222.01,CONFIRMED,6.312508525,2.0
K02084.01,CONFIRMED,4.19577385,3.02
K02086.01,CONFIRMED,7.1329472,1.64
K02086.02,CONFIRMED,8.91901228,1.84
K02158.01,CONFIRMED,4.5620407,2.82
K02159.01,CANDIDATE,7.5966998,1.32
K02159.02,FALSE POSITIVE,2.392630668,1.33
K02160.01,CONFIRMED,17.6700291,2.89
K02160.02,CANDIDATE,15.40877383,
K02162.01,CONFIRMED,108.593113,1.68
K02236.01,CONFIRMED,19.9865916,4.22
K02236.02,CONFIRMED,12.12580644,2.5
K02237.01,CONFIRMED,76.421501,2.81
K00232.05,CONFIRMED,56.2590881,2.22
K02238.01,CONFIRMED,1.646801683,0.86
K02317.01,CONFIRMED,3.78861833,1.23
K02318.01,CONFIRMED,10.45839865,1.25
K02319.01,CONFIRMED,21.1033014,1.56
K02321.01,CONFIRMED,95.6114617,2.37
K02323.01,CANDIDATE,58.35512552,
K02324.01,CANDIDATE,1.204686597,1.55
K02086.03,CONFIRMED,11.8984948,1.69
K02087.01,CONFIRMED,23.1274171,1.44
K02090.01,CONFIRMED,5.132486123,1.69
K02091.01,CONFIRMED,8.77997349,2.12
K02092.01,CONFIRMED,57.6896212,5.14
K02163.01,CONFIRMED,10.66489514,1.76
K02164.01,CONFIRMED,5.1233204,1.65
K00229.01,CONFIRMED,3.573202801,5.81
K02166.01,CONFIRMED,61.6174528,3.36
K02167.01,CONFIRMED,24.3398202,5.09
K02241.01,CONFIRMED,7.16520428,2.31
K02242.01,CONFIRMED,1.755843555,1.94
K02243.01,CONFIRMED,5.18560081,2.34
K02245.01,CONFIRMED,33.4698571,2.45
K02246.01,CONFIRMED,11.89520436,1.33
K02325.01,CONFIRMED,1.025857984,1.57
K02327.01,CONFIRMED,5.60013327,1.73
K02328.01,CONFIRMED,25.2034128,2.42
K02329.01,CONFIRMED,1.615357809,1.37
K00239.01,CONFIRMED,5.640676975,4.59
K02092.02,CONFIRMED,25.5638626,4.0
K02093.01,CANDIDATE,6.78341325,20.75
K00222.02,CONFIRMED,12.7945474,1.6
K02094.01,CONFIRMED,42.4269647,3.44
K02095.01,CONFIRMED,1.434745129,1.5
K02167.02,CANDIDATE,6.95787,1.39
K02168.01,CONFIRMED,3.28192056,1.6
K02168.02,CONFIRMED,12.51610549,1.87
K02169.01,CONFIRMED,5.45298742,0.92
K02169.02,CONFIRMED,3.26662733,0.68
K02247.01,CONFIRMED,4.45743267,0.79
K02248.01,CONFIRMED,2.81814715,1.3
K02248.02,CANDIDATE,9.4907638,1.05
K02248.03,CANDIDATE,0.76196247,1.08
K00233.01,FALSE POSITIVE,1.824649,5.31
K02331.01,CONFIRMED,2.832647249,1.37
K02332.01,CONFIRMED,3.70063251,1.24
K02333.01,CONFIRMED,3.93083997,1.2
K02333.02,CONFIRMED,7.63008196,1.39
K02335.01,CONFIRMED,16.22378479,1.51
K02096.01,CONFIRMED,9.76293284,1.94
K02097.01,CONFIRMED,58.601926,2.06
K02098.01,CONFIRMED,25.0823402,2.26
K02099.01,CONFIRMED,78.0998908,3.37
K02100.01,CONFIRMED,4.27103727,1.22
K02169.03,CONFIRMED,4.27226421,0.64
K02169.04,CANDIDATE,2.19251903,0.37
K02171.01,CONFIRMED,3.53232429,1.43
K00026.01,FALSE POSITIVE,15.03946326,12.36
K00230.01,FALSE POSITIVE,4.702495974,37.24
K02172.01,CONFIRMED,10.44087398,3.41
K02554.01,CANDIDATE,39.7557642,13.72
K02554.02,CANDIDATE,10.27127527,0.94
K02555.01,CONFIRMED,12.5722897,1.09
K02556.01,CONFIRMED,40.8366307,1.5
K02557.01,FALSE POSITIVE,11.7761073,1.31
K02633.01,FALSE POSITIVE,29.7123181,46.43
K00253.02,CONFIRMED,20.6180348,1.57
K02634.01,CONFIRMED,19.9401211,2.42
K02635.01,CONFIRMED,22.2420032,2.04
K02636.01,CONFIRMED,3.88148385,0.59
K02409.01,CONFIRMED,0.577369336,1.42
K02410.01,FALSE POSITIVE,186.65435483,
K00244.01,CONFIRMED,12.720370263,4.75
K02410.02,FALSE POSITIVE,86.59322294,
K02411.01,CONFIRMED,11.96407399,3.21
K02412.01,FALSE POSITIVE,2.493237866,9.48
K02413.01,CONFIRMED,12.90467523,1.49
K02484.01,CONFIRMED,68.8861017,1.47
K02485.01,CONFIRMED,9.99115241,1.68
K02486.01,CANDIDATE,4.267961416,1.42
K02487.01,CONFIRMED,36.292017,3.1
K00031.01,FALSE POSITIVE,0.925589891,50.6
K00250.02,CONFIRMED,17.25121397,2.64
K02558.01,FALSE POSITIVE,1.867281146,31.18
K02559.01,CONFIRMED,9.30991834,1.21
K02560.01,CANDIDATE,18.1209388,1.68
K02561.01,CONFIRMED,3.23941775,0.77
K02637.01,CANDIDATE,3.98864999,1.15
K02638.01,CONFIRMED,2.524017517,1.5
K02639.01,CANDIDATE,25.1123362,2.22
K02639.02,CANDIDATE,2.121023807,5.75
K02640.01,CANDIDATE,33.18089453,
K02641.01,CANDIDATE,3.55557922,0.84
K02413.02,CONFIRMED,31.2012202,1.47
K02414.01,CONFIRMED,22.5968256,1.3
K02414.02,CONFIRMED,45.3486381,1.61
K02415.01,CONFIRMED,5.25419589,2.12
K02416.01,CONFIRMED,5.90608902,1.77
K00247.01,CONFIRMED,13.81504449,1.91
K02488.01,CONFIRMED,12.4128518,1.5
K02489.01,CONFIRMED,3.92453009,1.82
K02490.01,CONFIRMED,11.60653061,1.88
K02491.01,CONFIRMED,2.66831274,1.48
K02562.01,FALSE POSITIVE,2.9322509,1.33
K02563.01,CONFIRMED,23.4772553,1.34
K02564.01,CONFIRMED,66.5576728,4.96
K02565.01,FALSE POSITIVE,2.01948607,2.15
K02566.01,FALSE POSITIVE,3.04468229,0.86
K02642.01,FALSE POSITIVE,15.05028313,2.46
K00254.01,CONFIRMED,2.455240626,10.6
K02643.01,CONFIRMED,9.08233411,1.35
K02644.01,FALSE POSITIVE,0.790539912,1.24
K02645.01,FALSE POSITIVE,1.705782214,1.82
K02646.01,FALSE POSITIVE,0.532086296,16.99
K02417.01,CONFIRMED,47.7052566,2.89
K00244.02,CONFIRMED,6.238535444,2.53
K02418.01,CONFIRMED,86.829519,1.68
K02419.01,CONFIRMED,9.95667035,3.41
K02420.01,CONFIRMED,10.41728722,1.64
K02492.01,CONFIRMED,0.984941669,1.49
K02493.01,CONFIRMED,0.663085361,1.6
K02494.01,CONFIRMED,19.1187425,2.33
K02495.01,FALSE POSITIVE,1.08749101,4.91
K02496.01,FALSE POSITIVE,1.183818383,0.91
K02567.01,FALSE POSITIVE,4.98845099,1.33
K00250.03,CONFIRMED,3.543919702,1.21
K02569.01,CANDIDATE,8.28157072,1.37
K02571.01,CANDIDATE,0.82628442,0.96
K02572.01,CANDIDATE,6.37705295,2.15
K02647.01,CONFIRMED,8.83929462,1.94
K02648.01,FALSE POSITIVE,0.631795416,1.88
K02649.01,CONFIRMED,7.56126152,1.2
K02650.01,CONFIRMED,34.9897847,1.14
K02650.02,CONFIRMED,7.05429483,1.0
K02421.01,CANDIDATE,2.27050106,0.55
K02422.01,CONFIRMED,26.7838935,1.59
K02423.01,CONFIRMED,45.126216,2.32
K02424.01,CONFIRMED,11.94019101,1.86
K02425.01,FALSE POSITIVE,3.51295674,1.1
K02497.01,CONFIRMED,48.4313003,2.78
K00248.01,CONFIRMED,7.203855862,2.25
K02498.01,CONFIRMED,6.73808701,0.73
K02499.01,FALSE POSITIVE,7.57571414,2.45
K02501.01,FALSE POSITIVE,4.76887671,2.11
K02573.01,FALSE POSITIVE,1.347512632,23.45
K02574.01,FALSE POSITIVE,0.512581697,1.32
K02576.01,FALSE POSITIVE,12.07760884,1.03
K02577.01,CANDIDATE,18.55581565,20.83
K02578.01,CANDIDATE,13.33094869,25.95
K02651.01,FALSE POSITIVE,6.38315744,2.35
K00255.01,CONFIRMED,27.52194772,2.47
K02652.01,CONFIRMED,16.1289679,2.94
K02654.01,CONFIRMED,13.5631157,1.75
K02655.01,CONFIRMED,16.2959916,1.83
K02426.01,CONFIRMED,4.16056658,0.7
K02427.01,FALSE POSITIVE,2.93101771,1.15
K00245.01,CONFIRMED,39.79220077,1.9
K02428.01,FALSE POSITIVE,16.2276756,2.11
K02429.01,FALSE POSITIVE,1.595630597,17.94
K02503.01,CONFIRMED,14.8200596,0.96
K02504.01,CONFIRMED,20.49041,2.34
K02505.01,FALSE POSITIVE,0.962827066,29.27
K02506.01,CONFIRMED,8.679037,1.79
K02507.01,CONFIRMED,11.1296971,1.93
K02579.01,CONFIRMED,2.7296036,1.53
K02580.01,CONFIRMED,3.11604194,1.59
K00250.04,CONFIRMED,46.82767725,2.13
K02581.01,CONFIRMED,12.7372371,0.87
K02582.01,CONFIRMED,40.0306267,2.01
K02668.01,CONFIRMED,0.679336747,1.4
K02669.01,FALSE POSITIVE,213.6103207,46.07
K02670.01,FALSE POSITIVE,170.8658492,24.4
K02671.01,CANDIDATE,21.47642727,59.5
K02671.02,FALSE POSITIVE,17.5509742,5.97
K02672.01,CONFIRMED,88.5122014,4.7
K02430.01,FALSE POSITIVE,10.21507506,1.5
K02431.01,FALSE POSITIVE,8.3806973,1.91
K02432.01,CONFIRMED,31.0572947,1.85
K02433.01,CONFIRMED,15.1622287,3.12
K02433.02,CONFIRMED,10.04378351,2.94
K02508.01,CANDIDATE,7.10397925,1.51
K02509.01,CONFIRMED,4.5513988,1.13
K00248.02,CONFIRMED,10.91274065,2.13
K02510.01,FALSE POSITIVE,12.2141545,18.13
K02511.01,FALSE POSITIVE,3.732261,1.09
K02583.01,CONFIRMED,3.03267135,0.6
K02585.01,CONFIRMED,5.34182466,0.95
K02586.01,CONFIRMED,2.131945045,1.66
K02587.01,CONFIRMED,12.9462567,1.13
K02588.01,CONFIRMED,5.77957133,1.5
K02656.01,CANDIDATE,6.77367892,1.33
K02657.01,CANDIDATE,5.22402436,0.58
K02658.01,CONFIRMED,11.6601667,2.08
K02659.01,FALSE POSITIVE,89.465468,2.57
K02660.01,CONFIRMED,18.0161227,2.39
K02434.01,FALSE POSITIVE,40.8777605,29.55
K02435.01,FALSE POSITIVE,6.80243431,2.6
K02436.01,CONFIRMED,84.5733346,2.59
K00245.02,CONFIRMED,21.30181863,0.72
K02437.01,CONFIRMED,4.14789051,1.93
K02512.01,CANDIDATE,15.92108138,3.14
K02513.01,CONFIRMED,19.0054098,28.47
K02514.01,FALSE POSITIVE,1.96433113,1.33
K02516.01,CANDIDATE,2.81043228,1.43
K02517.01,CONFIRMED,0.968527683,1.21
K02589.01,CONFIRMED,0.664074145,1.19
K02590.01,FALSE POSITIVE,11.7489907,1.01
K02592.01,CANDIDATE,175.603366,2.87
K00004.01,CONFIRMED,3.849371737,12.94
K00033.01,FALSE POSITIVE,0.366197145,51.34
K00251.01,CONFIRMED,4.164384505,2.54
K02662.01,CONFIRMED,2.10433534,0.79
K02664.01,CONFIRMED,28.8431751,2.66
K00256.01,FALSE POSITIVE,1.378649746,6.51
K02665.01,FALSE POSITIVE,1.112207126,0.73
K02666.01,CANDIDATE,64.034363,3.47
K02667.01,FALSE POSITIVE,1.303576682,1.51
K02438.01,FALSE POSITIVE,1.958577398,1.8
K02439.01,CONFIRMED,5.19103699,1.92
K02440.01,CONFIRMED,4.86638504,1.32
K02441.01,FALSE POSITIVE,4.79176993,0.81
K02442.01,CONFIRMED,25.1933989,1.95
K02518.01,FALSE POSITIVE,0.759762021,24.2
K02519.01,CANDIDATE,4.790912471,2.25
K02520.01,CONFIRMED,6.49441464,1.75
K00248.03,CONFIRMED,2.576571021,1.57
K02521.01,CONFIRMED,28.4750006,2.64
K02593.01,CONFIRMED,14.7966306,0.98
K02594.01,CONFIRMED,11.25401871,2.42
K02595.01,CONFIRMED,9.18244299,1.24
K02595.02,CONFIRMED,14.6134781,1.12
K02596.01,FALSE POSITIVE,119.682075,30.39
K02672.02,CONFIRMED,42.9923284,3.32
K00257.01,CONFIRMED,6.88341278,2.63
K02673.01,FALSE POSITIVE,4.593595496,44.14
K02674.01,CONFIRMED,197.5111484,9.52
K02674.02,CONFIRMED,11.1726723,1.5
K02674.03,CONFIRMED,2.53573284,1.36
K02443.01,CONFIRMED,6.79164656,1.01
K02443.02,CONFIRMED,11.8376933,1.0
K02444.01,CONFIRMED,18.5525162,2.53
K02445.01,CANDIDATE,47.3659328,11.97
K00245.03,CONFIRMED,13.3669309,0.27
K02447.01,FALSE POSITIVE,1.045492348,0.83
K02521.02,CONFIRMED,4.86634094,1.94
K02522.01,CONFIRMED,5.60402307,1.25
K02523.01,CONFIRMED,13.0313583,2.88
K02524.01,CONFIRMED,40.9905002,2.41
K02525.01,CONFIRMED,57.2932309,1.95
