# NASA Exoplanet Archive cumulative KOI table, downloaded 2026-08-22 15:44 UTC+1.
# Columns used by fpp/own_fpp.py, in the archive's row order: kepoi_name [-],
# koi_disposition [-], koi_period [d], koi_prad [R_earth].
kepoi_name,koi_disposition,koi_period,koi_prad
K05511.01,CANDIDATE,74.833577,1.68
K05512.01,CANDIDATE,8.5852872,3.02
K05513.01,FALSE POSITIVE,100.303613,78.77
K05514.01,CANDIDATE,102.100752,2.63
K05515.01,CANDIDATE,6.263491873,6.46
K05516.01,FALSE POSITIVE,0.83620025,65.64
K05517.01,CANDIDATE,335.43143,7.12
K05518.01,CANDIDATE,558.21886,3.1
K05638.01,CANDIDATE,290.02002,1.56
K05639.01,CANDIDATE,279.21957,4.92
K05640.01,CANDIDATE,348.665961,9.56
K05641.01,FALSE POSITIVE,616.34132,2.11
K05642.01,CANDIDATE,222.28056,2.56
K05643.01,CANDIDATE,570.01886,1.62
K05644.01,CANDIDATE,378.93139106,
K05645.01,CANDIDATE,580.85326788,
K05765.01,FALSE POSITIVE,390.40832,0.63
K05766.01,FALSE POSITIVE,191.528018,1.32
K05767.01,FALSE POSITIVE,386.59946,1.89
K05768.01,FALSE POSITIVE,15.4032765,1.32
K05769.01,CANDIDATE,7.58062893,0.97
K05770.01,FALSE POSITIVE,61.0011095,2.55
K05771.01,FALSE POSITIVE,198.232389,2.28
K05392.01,FALSE POSITIVE,0.66062715,26.13
K05393.01,CANDIDATE,248.421771,18.92
K05394.01,FALSE POSITIVE,456.5734,7.88
K05395.01,FALSE POSITIVE,601.13797,1.81
K05396.01,FALSE POSITIVE,344.06248,5.26
K05397.01,FALSE POSITIVE,39.94344731,
K05398.01,CANDIDATE,551.22396,2.1
K05399.01,FALSE POSITIVE,466.90824,2.19
K05519.01,FALSE POSITIVE,361.30991,7.07
K05520.01,FALSE POSITIVE,199.4424134,56.11
K05521.01,FALSE POSITIVE,31.59115876,72.91
K05522.01,FALSE POSITIVE,356.99135,2.47
K05523.01,FALSE POSITIVE,96.120478,2.08
K05524.01,FALSE POSITIVE,9.63647672,2.02
K05525.01,FALSE POSITIVE,45.680876,14.5
K05526.01,FALSE POSITIVE,43.169798,1.47
K05897.01,CANDIDATE,395.94327,2.53
K05898.01,CANDIDATE,76.37924,1.73
K05899.01,CANDIDATE,58.669218,1.28
K05900.01,CANDIDATE,355.84731,1.68
K05901.01,CANDIDATE,61.611129,1.29
K05902.01,CANDIDATE,150.728285,1.27
K05903.01,CANDIDATE,253.790434,2.06
K05904.01,FALSE POSITIVE,322.544807,0.68
K05905.01,CANDIDATE,35.6606167,
K05906.01,FALSE POSITIVE,22.57494749,49.49
K05907.01,CANDIDATE,587.38162,36.77
K05908.01,FALSE POSITIVE,85.5692223,6.85
K05909.01,CANDIDATE,7.07987663,1.36
K05910.01,CANDIDATE,91.240335,1.75
K05911.01,CANDIDATE,357.41382,3.01
K05912.01,CANDIDATE,359.854745,2.25
K05913.01,CANDIDATE,89.366114,1.97
K05914.01,FALSE POSITIVE,422.255426,5.09
K05915.01,CANDIDATE,37.6259039,1.81
K05916.01,CANDIDATE,100.41475198,
K05917.01,CANDIDATE,41.9934673,1.56
K05918.01,CANDIDATE,94.67782,1.46
K05919.01,CANDIDATE,290.196139,2.35
K05920.01,FALSE POSITIVE,471.39698,1.87
K05921.01,CANDIDATE,175.452812,3.96
K05922.01,CANDIDATE,367.07446,2.15
K05923.01,CANDIDATE,366.684634,10.75
K05924.01,CANDIDATE,291.306507,2.49
K05925.01,CANDIDATE,93.006,1.97
K05926.01,CANDIDATE,26.46288074,
K05927.01,FALSE POSITIVE,436.42852,1.26
K05928.01,CANDIDATE,20.69920737,
K05929.01,CANDIDATE,466.002988,4.92
K05930.01,CANDIDATE,302.77571,1.0
K05931.01,CANDIDATE,115.19952922,
K05932.01,CANDIDATE,355.86134,2.79
K05933.01,CANDIDATE,236.506437,10.37
K05934.01,CANDIDATE,19.3854894,6.13
K05935.01,CANDIDATE,416.87893121,
K05936.01,CANDIDATE,48.38798413,
K05937.01,CANDIDATE,357.588538,3.53
K05938.01,CANDIDATE,545.205601,1.66
K05939.01,CANDIDATE,105.053389,1.52
K05940.01,CANDIDATE,24.7967294,3.14
K05941.01,CANDIDATE,44.7060191,60.47
K05942.01,CANDIDATE,125.277815,15.75
K05943.01,CANDIDATE,27.2020672,1.87
K05944.01,FALSE POSITIVE,64.713168094,62.03
K05945.01,CANDIDATE,40.7282314,4.58
K05946.01,CANDIDATE,183.38048452,
K05947.01,FALSE POSITIVE,1.036592136,293.01
K05948.01,CANDIDATE,398.51312,1.23
K05949.01,CANDIDATE,559.785594,1.88
K05950.01,CANDIDATE,109.43946,1.0
K05951.01,CANDIDATE,194.25835342,
K05952.01,CANDIDATE,164.507439,2.15
K05953.01,CANDIDATE,370.84786,4.03
K05954.01,CANDIDATE,73.908995,0.94
K05955.01,CANDIDATE,96.32561456,
K05956.01,CANDIDATE,212.646179,3.19
K05957.01,FALSE POSITIVE,371.54879,1.13
K05958.01,FALSE POSITIVE,226.499243,0.89
K05959.01,CANDIDATE,251.48808,1.74
K05960.01,CANDIDATE,32.4185265,1.62
K05961.01,CANDIDATE,19.159760875,25.24
K05962.01,FALSE POSITIVE,2.61594288,0.92
K05963.01,FALSE POSITIVE,1.686009643,1.81
K05964.01,CANDIDATE,32.033211,0.85
K05965.01,CANDIDATE,43.3975622,1.69
K05966.01,CANDIDATE,478.79185021,
K05844.01,FALSE POSITIVE,344.961485,1.61
K05845.01,CANDIDATE,22.2659599,1.18
K05846.01,CANDIDATE,199.064336,6.12
K05847.01,CANDIDATE,277.114286,17.56
K05848.01,CANDIDATE,323.159363,3.41
K05849.01,CANDIDATE,21.512259,1.13
K05850.01,CANDIDATE,303.226376,3.66
K05967.01,CANDIDATE,22.8631517,4.84
K05968.01,CANDIDATE,97.942437,2.29
K05969.01,FALSE POSITIVE,163.820347,2.59
K05970.01,FALSE POSITIVE,151.577009,3.67
K05971.01,CANDIDATE,493.30572,1.08
K05972.01,CANDIDATE,449.87203,2.59
K05973.01,CANDIDATE,419.93373,1.82
K05851.01,CANDIDATE,322.221973,2.18
K05852.01,CANDIDATE,235.413973,3.2
K05853.01,CANDIDATE,366.68293,3.15
K05854.01,CANDIDATE,240.57135,2.93
K05855.01,CANDIDATE,217.792748,6.15
K05856.01,CONFIRMED,259.34304,6.04
K05857.01,CANDIDATE,388.03884851,
K05858.01,FALSE POSITIVE,8.34410791,1.75
K05974.01,CANDIDATE,4.76815507,0.49
K05975.01,FALSE POSITIVE,545.45623972,
K05976.01,FALSE POSITIVE,2.709570339,223.75
K05977.01,CANDIDATE,49.49059818,
K05978.01,CANDIDATE,364.18129,1.78
K05979.01,CANDIDATE,37.7935113,0.89
K05980.01,FALSE POSITIVE,0.855294909,49.03
K05981.01,FALSE POSITIVE,350.609298,3.88
K05859.01,CANDIDATE,172.621943,26.09
K05860.01,CANDIDATE,264.708077,6.17
K05861.01,FALSE POSITIVE,452.40428,1.58
K05862.01,FALSE POSITIVE,0.699985822,46.27
K05863.01,CANDIDATE,8.67237968,0.87
K05864.01,CANDIDATE,35.9216912,1.38
K05865.01,FALSE POSITIVE,35.8726918,62.51
K05866.01,CANDIDATE,102.300622,35.36
K05867.01,CANDIDATE,359.8455,14.76
K05868.01,CANDIDATE,22.7783121,1.89
K05869.01,CANDIDATE,114.406187,2.42
K05870.01,CANDIDATE,132.114,0.75
K05871.01,CANDIDATE,623.2344,2.04
K05872.01,CANDIDATE,46.16051579,
K05873.01,CANDIDATE,217.170081,109061.0
K05874.01,CANDIDATE,287.33114,2.07
K05875.01,CONFIRMED,9.8788502,2.64
K05876.01,CANDIDATE,189.456089,2.2
K05877.01,CANDIDATE,230.358183,2.87
K05878.01,CANDIDATE,211.54114,1.88
K05879.01,CANDIDATE,88.523517,1.6
K05880.01,FALSE POSITIVE,386.22400908,
K05881.01,CANDIDATE,134.35872,1.27
K05882.01,CANDIDATE,55.01469183,
K05883.01,CANDIDATE,198.781156,1.69
K05884.01,FALSE POSITIVE,588.63759,1.52
K05885.01,CANDIDATE,111.149082,1.87
K05886.01,CANDIDATE,284.87177,1.84
K05887.01,FALSE POSITIVE,9.8338474,0.98
K05888.01,CANDIDATE,190.860818,1.84
K05889.01,CANDIDATE,374.41813,2.42
K05890.01,CANDIDATE,263.30198,2.19
K05891.01,CANDIDATE,370.31761,2.98
K05892.01,CANDIDATE,37.959659,1.41
K05893.01,CANDIDATE,405.6296,1.4
K05894.01,FALSE POSITIVE,1.080695116,155.22
K05895.01,CANDIDATE,11.8307724,1.16
K05896.01,CANDIDATE,434.28175,1.94
K06178.02,CANDIDATE,33.814176,1.49
K06179.01,CANDIDATE,16.2957847,2.13
K06180.01,CANDIDATE,28.201998,
K06180.02,CANDIDATE,58.92565,1.5
K06181.01,FALSE POSITIVE,24.0733775,27.78
K06182.01,CANDIDATE,19.2405821,1.19
K01608.03,CONFIRMED,232.040326,2.05
K06182.02,CANDIDATE,28.684308,1.35
K00492.02,CANDIDATE,265.29617,2.99
K03410.02,CONFIRMED,61.569765,2.44
K03440.02,CANDIDATE,58.940569,2.48
K03444.04,CANDIDATE,14.1502311,0.74
K03456.02,CANDIDATE,486.12702,1.18
K03479.02,FALSE POSITIVE,1.71029474,1.04
K03503.02,CONFIRMED,31.8245304,0.8
K03504.02,CANDIDATE,140.24408749,
K04568.02,CANDIDATE,48.04066636,
K04647.02,CANDIDATE,12.008552,2.08
K04657.02,CANDIDATE,10.4314847,0.77
K04895.02,CANDIDATE,47.5571352,1.85
K05982.01,FALSE POSITIVE,1.838514245,57.6
K05983.01,FALSE POSITIVE,8.412008943,50.83
K05984.01,FALSE POSITIVE,3.912679136,1794.2
K05985.01,FALSE POSITIVE,7.544804312,63.99
K06093.02,CANDIDATE,27.2497521,4.49
K06094.01,FALSE POSITIVE,2.283466438,218.79
K06095.01,FALSE POSITIVE,0.692807507,46.44
K06096.01,FALSE POSITIVE,17.279290765,27.66
K01015.03,CANDIDATE,16.9972894,3.14
K06097.01,CANDIDATE,93.05654364,
K06097.02,CANDIDATE,88.433122,1.7
K06097.03,CANDIDATE,282.34315,2.35
K06183.01,FALSE POSITIVE,4.326946311,106.99
K06184.01,FALSE POSITIVE,527.29093,1.3
K06185.01,FALSE POSITIVE,168.858303,2.41
K06186.01,CONFIRMED,5.34264143,1.72
K06187.01,FALSE POSITIVE,19.38444245,28.3
K06188.01,CANDIDATE,1.645319649,2.46
K06189.01,FALSE POSITIVE,2.179924994,60.99
K06190.01,FALSE POSITIVE,10.135401047,89.16
K03748.02,FALSE POSITIVE,2.02487934,1.0
K03878.02,CANDIDATE,15.3573445,1.42
K03954.02,CONFIRMED,5.71668787,1.92
K00520.04,CONFIRMED,51.1658019,1.51
K03956.02,FALSE POSITIVE,12.4249559,0.88
K04000.02,FALSE POSITIVE,12.427135,1.05
K04009.02,CANDIDATE,77.792718,2.17
K04030.02,CANDIDATE,163.51489847,
K05986.01,FALSE POSITIVE,1.946198513,52.58
K05987.01,CANDIDATE,5.288547653,55.28
K00600.02,CANDIDATE,294.055263,2.8
K05988.01,FALSE POSITIVE,30.4838006,23.87
K05989.01,FALSE POSITIVE,5.7584367,66.22
K05990.01,FALSE POSITIVE,25.9522913,2.03
K05991.01,FALSE POSITIVE,8.58599537,39.03
K05992.01,FALSE POSITIVE,9.892240848,40.38
K06097.04,CANDIDATE,126.505657,1.51
K06098.01,FALSE POSITIVE,1.129848432,120.13
K06099.01,FALSE POSITIVE,7.244778994,25.68
K06099.02,FALSE POSITIVE,110.1552727,
K06100.01,FALSE POSITIVE,0.730964241,0.99
K06100.02,CANDIDATE,117.684591,1.52
K06101.01,FALSE POSITIVE,17.734020239,93.52
K01053.02,CANDIDATE,46.245164,2.46
K06191.01,CANDIDATE,9.7043379,1.19
K01616.02,CANDIDATE,34.775371,0.67
K07859.01,CANDIDATE,0.306702491,0.93
K06191.02,CANDIDATE,12.7713826,1.26
K06192.01,FALSE POSITIVE,0.829019343,90.08
K06193.01,FALSE POSITIVE,1.1080999,124.19
K06194.01,CANDIDATE,42.294739,140.14
K06194.02,FALSE POSITIVE,215.778765,14.71
K06195.01,CANDIDATE,1.444486083,1.73
K04032.03,CONFIRMED,5.99273265,0.91
K04032.04,CONFIRMED,5.10110666,0.85
K04034.02,CANDIDATE,11.6089351,46.44
K04046.02,FALSE POSITIVE,94.22498,1.84
K04103.02,CANDIDATE,14.2378417,1.1
K04131.02,FALSE POSITIVE,241.0122,4.41
K00521.02,CANDIDATE,10.8206034,1.19
K04181.02,FALSE POSITIVE,164.689421,2.24
K05993.01,FALSE POSITIVE,4.264729569,29.95
K05994.01,FALSE POSITIVE,4.804469712,30.97
K05995.01,FALSE POSITIVE,6.150529292,49.79
K05996.01,FALSE POSITIVE,4.944927575,19.43
K05997.01,FALSE POSITIVE,4.442517008,26.08
K00649.02,CANDIDATE,10.2090268,0.92
K05998.01,FALSE POSITIVE,62.7356439,90.12
K05999.01,FALSE POSITIVE,7.035518449,24.91
K06102.01,CANDIDATE,54.2916336,1.67
K06103.01,CONFIRMED,453.54212,9.23
K07860.01,FALSE POSITIVE,0.579516759,0.6
K06103.02,CANDIDATE,122.8054416,118.62
K06104.01,FALSE POSITIVE,16.2480865,2.38
K06104.02,FALSE POSITIVE,466.9407,2.9
K06105.01,FALSE POSITIVE,289.788624,5.51
K06106.01,FALSE POSITIVE,55.00402906,
K06107.01,FALSE POSITIVE,2.873657901,110.29
K06196.01,FALSE POSITIVE,1.680425996,102.31
K06197.01,FALSE POSITIVE,0.53345831,
K06198.01,FALSE POSITIVE,20.686460198,184.22
K06199.01,FALSE POSITIVE,131.68018,5.96
K01628.03,CANDIDATE,37.8404232,1.76
K06200.01,FALSE POSITIVE,200.762693,15056.9
K06201.01,FALSE POSITIVE,1.123258617,150.94
K06202.01,CANDIDATE,47.25643291,
K04192.02,CANDIDATE,32.0273169,1.14
K04246.02,CANDIDATE,8.75630628,1.12
K04287.02,CANDIDATE,9.6183111,0.85
K04323.02,FALSE POSITIVE,12.4250319,0.89
K04385.02,CONFIRMED,386.370512,2.96
K07865.01,CANDIDATE,0.518060209,61.49
K04385.03,CANDIDATE,17.3695112,1.45
K04435.02,CANDIDATE,17.8693759,0.81
K04541.02,CANDIDATE,17.236085,1.98
K06000.01,FALSE POSITIVE,12.4297161,1.26
K06001.01,FALSE POSITIVE,12.4288476,1.12
K06002.01,FALSE POSITIVE,12.4258252,1.27
K07872.01,FALSE POSITIVE,153.725848,259.36
K06003.01,FALSE POSITIVE,12.4257907,1.27
K06004.01,FALSE POSITIVE,12.4253356,2.02
K06005.01,FALSE POSITIVE,12.4254201,0.84
K06006.01,FALSE POSITIVE,12.424995,2.06
K06007.01,FALSE POSITIVE,12.4227918,1.44
K06108.01,CANDIDATE,485.92297,1.07
K06109.01,FALSE POSITIVE,22.913446297,81.61
K01082.04,CANDIDATE,9.6550473,1.45
K06109.02,FALSE POSITIVE,10.0046881,1.9
K06110.01,FALSE POSITIVE,8.65315602,1.37
K06111.01,CANDIDATE,228.65412,3.63
K06112.01,FALSE POSITIVE,2.243015737,92.34
K06113.01,FALSE POSITIVE,4.694218481,35.81
K06203.01,FALSE POSITIVE,0.87683182,
K06204.01,FALSE POSITIVE,0.953734449,47.65
K06205.01,FALSE POSITIVE,2.073873563,274.78
K06206.01,FALSE POSITIVE,15.713787218,27.64
K06207.01,FALSE POSITIVE,7.964440392,18.98
K07866.01,FALSE POSITIVE,0.518071538,42.1
K06208.01,FALSE POSITIVE,2.151214629,14.54
K06209.01,CANDIDATE,12.7143635,2.2
K01839.02,CANDIDATE,80.4103783,4.93
K07873.01,CANDIDATE,1.93188768,0.57
K00651.02,FALSE POSITIVE,320.18471858,
K06008.01,FALSE POSITIVE,12.426469,1.66
K06009.01,FALSE POSITIVE,12.4262889,1.23
K06010.01,FALSE POSITIVE,12.424747,1.35
K06011.01,FALSE POSITIVE,12.4255705,1.37
K06012.01,FALSE POSITIVE,12.426173,2.67
K06013.01,FALSE POSITIVE,12.4244306,1.59
K06014.01,FALSE POSITIVE,6.71738328,37.65
K06114.01,FALSE POSITIVE,24.955998503,36.91
K07863.01,CANDIDATE,5.2449156,0.52
K06115.01,CANDIDATE,168.66934782,
K06116.01,FALSE POSITIVE,4.426942241,5.43
K06118.01,CANDIDATE,571.280892,3.65
K06118.02,CANDIDATE,4.66185924,1.16
K01250.02,CANDIDATE,1.213672208,697.14
K06119.01,FALSE POSITIVE,3.454241684,75.11
K06120.01,CANDIDATE,90.097375,1.7
K06209.02,CANDIDATE,7.72966941,2.1
K06210.01,CANDIDATE,51.85656556,
K06211.01,FALSE POSITIVE,1.457256942,98.16
K06212.01,FALSE POSITIVE,10.818248422,11.71
K06213.01,FALSE POSITIVE,2.559236603,37.66
K06214.01,FALSE POSITIVE,281.35877,4.22
K06214.02,CANDIDATE,154.536881,4.1
K06215.01,FALSE POSITIVE,462.12345,1.9
K03283.03,CANDIDATE,87.707513,1.72
K03741.03,CONFIRMED,5.1117547,2.81
K03741.04,CONFIRMED,9.6310258,2.9
K04260.02,FALSE POSITIVE,101.889228,1.43
K04396.04,CANDIDATE,437.51586139,
K04777.02,FALSE POSITIVE,48.5023669,906.03
K04781.02,FALSE POSITIVE,524.14139,1.88
K04913.02,CANDIDATE,8.97377221,2.96
K06015.01,FALSE POSITIVE,41.86539723,31.14
K06016.01,FALSE POSITIVE,4.553370029,25.84
K06017.01,FALSE POSITIVE,5.262652179,35.99
K00736.03,FALSE POSITIVE,345.98207283,
K06018.01,FALSE POSITIVE,16.621853404,22.32
K06019.01,FALSE POSITIVE,19.741616041,82.98
K06020.01,FALSE POSITIVE,5.455766383,28.2
K06021.01,FALSE POSITIVE,22.44620704,58.2
K06120.02,CANDIDATE,205.41415,1.67
K06121.01,FALSE POSITIVE,1.237147407,106.18
K06122.01,FALSE POSITIVE,1.28619671,1.27
K06123.01,FALSE POSITIVE,2.649026189,32.7
K06124.01,FALSE POSITIVE,6.932281325,90.57
K06125.01,FALSE POSITIVE,2.151384476,66.2
K07874.01,FALSE POSITIVE,0.562273947,0.73
K06126.01,FALSE POSITIVE,17.4352218,67.91
K06127.01,CANDIDATE,114.27173902,
K06216.01,CANDIDATE,26.40805532,
K06216.02,CANDIDATE,46.07931317,
K01860.04,CANDIDATE,24.8434837,1.58
K06217.01,CANDIDATE,7.7016694,4.44
K06218.01,FALSE POSITIVE,117.634213,3.78
K06219.01,FALSE POSITIVE,21.025447023,135.84
K06220.01,FALSE POSITIVE,0.933753371,1.44
K06221.01,FALSE POSITIVE,1.72153588,12.89
K04567.02,CANDIDATE,4.67250377,1.11
K06022.01,FALSE POSITIVE,2.765621941,34.42
K06023.01,FALSE POSITIVE,3.664964374,30.98
K06024.01,FALSE POSITIVE,6.8072842,31.15
K06025.01,FALSE POSITIVE,2.136577151,43.89
K06026.01,FALSE POSITIVE,2.638432816,49.77
K06027.01,FALSE POSITIVE,11.991000357,78.78
K00744.02,FALSE POSITIVE,2.03746414,1.12
K06028.01,FALSE POSITIVE,37.80694072,72.01
K07875.01,CANDIDATE,21.9711574,1.32
K01310.02,CANDIDATE,144.688915,3.33
K06128.01,FALSE POSITIVE,12.42555055,3.79
K06129.01,FALSE POSITIVE,12.42592247,79.21
K06130.01,CANDIDATE,1.54287434,1.05
K06131.01,FALSE POSITIVE,12.4237327,1.12
K06131.02,FALSE POSITIVE,94.38163,2.04
K06132.01,CANDIDATE,33.3200908,13.0
K06132.02,CONFIRMED,7.5844241,5.83
K06222.01,FALSE POSITIVE,210.899577,4.85
K06223.01,FALSE POSITIVE,3.103730697,75.28
K06224.01,CANDIDATE,91.20573037,
K06224.02,FALSE POSITIVE,253.40538,2.69
K06225.01,FALSE POSITIVE,5.110771787,26.98
K01996.02,CANDIDATE,7.07394528,0.84
K06226.01,FALSE POSITIVE,1.463773705,21.79
K06227.01,FALSE POSITIVE,4.46255312,52.74
K00099.02,FALSE POSITIVE,79.87804945,
K00750.03,CANDIDATE,14.516741,1.45
K03283.02,CANDIDATE,20.5718107,1.34
K06029.01,FALSE POSITIVE,3.026764871,26.36
K06030.01,FALSE POSITIVE,3.840130917,33.44
K06031.01,FALSE POSITIVE,5.554227226,31.71
K06032.01,FALSE POSITIVE,1.570919281,59.12
K06033.01,FALSE POSITIVE,35.08976902,33.1
K06034.01,FALSE POSITIVE,5.233450136,70.33
K06035.01,FALSE POSITIVE,3.6037011,66.94
K06036.01,FALSE POSITIVE,3.518356021,64.49
K06132.03,CANDIDATE,11.867172,4.03
K06133.01,FALSE POSITIVE,2.6160943,0.81
K06134.01,FALSE POSITIVE,2.404386969,79.72
K01319.02,CANDIDATE,142.685885,2.76
K06135.01,FALSE POSITIVE,4.390513938,41.83
K06136.01,FALSE POSITIVE,3.86963822,
K06137.01,CANDIDATE,12.4970599,1.44
K06137.02,FALSE POSITIVE,7.384681,1.22
K06228.01,CONFIRMED,21.0907909,1.88
K06229.01,FALSE POSITIVE,3.371796653,306.28
K06230.01,FALSE POSITIVE,1.927177921,28.94
K07867.01,FALSE POSITIVE,0.575925434,38.24
K06231.01,FALSE POSITIVE,496.17566,3.46
K06232.01,FALSE POSITIVE,6.256352128,30.76
K06233.01,CONFIRMED,16.17803,2.25
K06234.01,FALSE POSITIVE,2.37795507,92.61
K06235.01,FALSE POSITIVE,2.053866175,158.25
K00750.04,FALSE POSITIVE,36.5521313,0.9
K00983.02,FALSE POSITIVE,5.177577252,73.82
K00989.04,FALSE POSITIVE,4.08029328,2.92
K02311.03,CONFIRMED,104.3519624,1.39
K02433.06,CANDIDATE,6.06330298,1.64
K02433.07,CANDIDATE,86.431871,2.85
K02533.03,CANDIDATE,26.1152887,2.38
K07861.01,FALSE POSITIVE,469.52303,2.1
K02768.03,FALSE POSITIVE,11.83271013,1.17
K06037.01,FALSE POSITIVE,32.669962587,1.37
K00841.04,CANDIDATE,269.306232,24.0
K06038.01,FALSE POSITIVE,19.93364711,75.88
K06039.01,FALSE POSITIVE,1.071911311,40.32
K06040.01,FALSE POSITIVE,18.019651402,31.77
K07864.01,FALSE POSITIVE,117.934158,3.76
K06041.01,FALSE POSITIVE,4.032762189,35.22
K06042.01,FALSE POSITIVE,2.371589507,88.22
K06043.01,FALSE POSITIVE,5.09112124,3.58
K06138.01,FALSE POSITIVE,4.206070484,172.66
K06139.01,FALSE POSITIVE,0.905677864,325.51
K06141.01,CANDIDATE,96.509214,860.3
K06142.01,CANDIDATE,69.64679311,
K06142.02,CANDIDATE,111.65546,2121.0
K06142.03,CANDIDATE,86.13201864,
K01330.02,FALSE POSITIVE,94.219289,2.15
K06143.01,FALSE POSITIVE,297.113395,5.37
K02012.02,CONFIRMED,180.921729,2.3
K06236.01,FALSE POSITIVE,4.478116695,38.85
K07876.01,FALSE POSITIVE,0.579108481,0.42
K06236.02,FALSE POSITIVE,1.27620899,1.46
K06237.01,FALSE POSITIVE,528.50344,2.2
K06237.02,CANDIDATE,47.14404783,
K06238.01,CANDIDATE,197.05431574,
K06239.01,CANDIDATE,406.496216,1.77
K06239.02,CANDIDATE,491.61516814,
K06044.01,FALSE POSITIVE,2.027383251,31.12
K06045.01,FALSE POSITIVE,10.73370737,18.7
K06046.01,FALSE POSITIVE,9.449438672,60.59
K06047.01,FALSE POSITIVE,8.752913958,119.91
K00841.05,CANDIDATE,499.47338,3.71
K06048.01,FALSE POSITIVE,1.985586627,105.22
K06049.01,FALSE POSITIVE,16.579028045,49.01
K07868.01,FALSE POSITIVE,513.42784,14.87
K06050.01,FALSE POSITIVE,2.064900876,38.19
K06144.01,FALSE POSITIVE,9.751720174,182.09
K06145.01,CONFIRMED,19.672324,4.07
K06145.02,CONFIRMED,32.657035,3.73
K06145.03,CANDIDATE,7.3138454,2.73
K06146.01,FALSE POSITIVE,4.592401261,52.18
K07877.01,FALSE POSITIVE,6.70995253,1.1
K06147.01,FALSE POSITIVE,5.776794344,129.2
K06148.01,FALSE POSITIVE,23.19923256,
K06149.01,FALSE POSITIVE,0.503199724,1.06
K06240.01,FALSE POSITIVE,4.768540307,1.84
K06241.01,FALSE POSITIVE,73.91858615,89.96
K06242.01,CANDIDATE,212.43503674,
K00353.03,CANDIDATE,11.1619384,1.97
K07862.01,FALSE POSITIVE,2.38793696,25.56
K02081.02,FALSE POSITIVE,589.17968,4.91
K06242.02,CANDIDATE,76.83994597,
K06242.03,CANDIDATE,78.86684,1.3
K06243.01,FALSE POSITIVE,4.618767943,32.36
K06051.01,FALSE POSITIVE,3.60727417,221.55
K06052.01,FALSE POSITIVE,2.565717939,180.8
K06053.01,FALSE POSITIVE,22.05274533,32.56
K06054.01,FALSE POSITIVE,2.881338104,31.58
K06055.01,FALSE POSITIVE,4.078355243,16.73
K06056.01,FALSE POSITIVE,7.73590441,21.3
K06057.01,FALSE POSITIVE,3.530164642,35.71
K00896.03,CANDIDATE,28.8672107,1.51
K06150.01,CANDIDATE,48.9528113,
K01334.02,FALSE POSITIVE,94.225938,1.93
K06151.01,CANDIDATE,431.78556,1.36
K06152.01,FALSE POSITIVE,395.07333,230.33
K06153.01,FALSE POSITIVE,1.51918335,128.17
K06154.01,FALSE POSITIVE,13.59940118,
K06155.01,FALSE POSITIVE,2.745910734,61.16
K06156.01,FALSE POSITIVE,1.608363345,19.36
K06244.01,FALSE POSITIVE,5.746017234,29.32
K06245.01,CANDIDATE,144.102562,1.67
K06245.02,CANDIDATE,112.317402,1.77
K06246.01,CANDIDATE,9.13315062,1.48
K06247.01,FALSE POSITIVE,3.963787093,28.11
K06248.01,FALSE POSITIVE,1.759208679,66.06
K06249.01,FALSE POSITIVE,1.6031794,
K02086.04,CANDIDATE,335.56311,1.83
K06058.01,FALSE POSITIVE,6.496031958,32.33
K06059.01,FALSE POSITIVE,4.012537983,9.96
K06060.01,FALSE POSITIVE,1.594162001,26.11
K06061.01,FALSE POSITIVE,10.238939876,22.09
K06062.01,FALSE POSITIVE,5.499941387,23.34
K06063.01,FALSE POSITIVE,8.667826242,37.51
K06064.01,FALSE POSITIVE,265.2996227,33.81
K06065.01,FALSE POSITIVE,265.2999623,25.56
K06157.01,FALSE POSITIVE,98.1020983,1.97
K06158.01,FALSE POSITIVE,182.467019,3.73
K06158.02,FALSE POSITIVE,126.57837267,
K06159.01,FALSE POSITIVE,11.41437505,44.08
K00337.02,CANDIDATE,154.607419,1.56
K01519.02,CANDIDATE,57.132855,1.81
K06160.01,FALSE POSITIVE,151.31847,1.13
K06161.01,FALSE POSITIVE,10.4032399,51.47
K06250.01,FALSE POSITIVE,1.853209359,32.99
K06251.01,FALSE POSITIVE,14.66769462,145.18
K02163.03,CANDIDATE,28.2251049,1.59
K02183.03,CANDIDATE,150.381954,2.26
K02184.02,CANDIDATE,95.906433,2.17
K07869.01,FALSE POSITIVE,11.4132144,1.03
K02194.03,CANDIDATE,445.21685,1.37
K02203.02,FALSE POSITIVE,172.178768,2.29
K02209.02,CANDIDATE,35.502865,2.18
K06066.01,FALSE POSITIVE,13.787520532,25.33
K06067.01,FALSE POSITIVE,8.2904597,23.96
K00945.03,CANDIDATE,66.789347,2.07
K06068.01,CANDIDATE,6.150251376,100.03
K06069.01,FALSE POSITIVE,8.214204254,42.29
K06070.01,FALSE POSITIVE,15.71377375,10.85
K06071.01,FALSE POSITIVE,5.918619554,29.98
K06072.01,FALSE POSITIVE,3.319523463,38.37
K06162.01,FALSE POSITIVE,5.874197307,59.2
K06163.01,FALSE POSITIVE,19.7959731,3.47
K06164.01,CANDIDATE,29.5126153,1.84
K06164.02,FALSE POSITIVE,209.00055019,
K06165.01,FALSE POSITIVE,5.614892073,1192.79
K06166.01,CONFIRMED,12.2064304,5.41
